Page,PageUrl,LinkStatus,LinkStatusDetail,LinkUrl,LinkDomain
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,No such host is known. (apps.finra.org:80),"http://apps.finra.org/Investor_Information/Smart/401k/000100.asp",apps.finra.org
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"http://www.ebri.org/pdf/publications/facts/0205fact.a.pdf",www.ebri.org
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"http://www.irs.gov/Retirement-Plans/Plan-Participant,-Employee/Retirement-Topics---401(k)-and-Profit-Sharing-Plan-Contribution-Limits",www.irs.gov
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"http://www.irs.gov/retirement/article/0,,id=120298,00.html",www.irs.gov
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"http://www.irs.gov/retirement/participant/article/0,,id=151786,00.html",www.irs.gov
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"http://www.irs.gov/retirement/participant/article/0,,id=151787,00.html",www.irs.gov
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"http://www.themoneyalert.com/About.html",www.themoneyalert.com
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"https://institutional.vanguard.com/iam/pdf/CRR_company_stock.pdf",institutional.vanguard.com
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"https://institutional.vanguard.com/iam/pdf/CRR_costock_102003.pdf",institutional.vanguard.com
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"https://institutional.vanguard.com/iam/pdf/CRRADC.pdf",institutional.vanguard.com
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"https://institutional.vanguard.com/iam/pdf/RBA_052008_01.pdf",institutional.vanguard.com
401(k),https://bogleheads.org/wiki/401(k) ,ERROR,Not Found,"https://institutional.vanguard.com/iam/pdf/VCRRPD.pdf",institutional.vanguard.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,Not Found,"http://www.asppa.org/Document-Vault/PDFs/EE/The-Source-PDF.aspx",www.asppa.org
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,Not Found,"http://www.irs.gov/Retirement-Plans/Retirement-Plans-FAQs-regarding-403(b)-Tax-Sheltered-Annuity-Plans",www.irs.gov
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.prudentllc.com/download/Scott04-05-07.pdf",www.prudentllc.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.prudentllc.com/download/Scott05-03-07.pdf",www.prudentllc.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.prudentllc.com/download/Scott06-05-08.pdf",www.prudentllc.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.prudentllc.com/download/Scott06-07-07.pdf",www.prudentllc.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.prudentllc.com/download/Scott07-05-07.pdf",www.prudentllc.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.prudentllc.com/download/Scott08-02-07.pdf",www.prudentllc.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.prudentllc.com/download/Scott10-04-07.pdf",www.prudentllc.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.prudentllc.com/download/Scott11-01-07.pdf",www.prudentllc.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,Not Found,"http://www.themoneyalert.com/About.html",www.themoneyalert.com
403(b),https://bogleheads.org/wiki/403(b) ,ERROR,The remote certificate is invalid according to the validation procedure: RemoteCertificateNameMismatch,"https://ecommerce.asppa-net.org/Store/ProductDetail/productId/2755965",ecommerce.asppa-net.org
403b plans for K-12 public school district employees,https://bogleheads.org/wiki/403b%20plans%20for%20K-12%20public%20school%20district%20employees ,ERROR,No such host is known. (board.403bwise.com:80),"http://board.403bwise.com/index.php?showtopic=6130",board.403bwise.com
403b plans for K-12 public school district employees,https://bogleheads.org/wiki/403b%20plans%20for%20K-12%20public%20school%20district%20employees ,WARNING,Service Temporarily Unavailable,"http://online.planmember.com/defaultSDContent.cfm?pageID=294",online.planmember.com
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,Not Found,"http://www.irs.gov/retirement/article/0,,id=162416,00.html",www.irs.gov
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,Not Found,"http://www.massachusetts.edu/treasurer/457smart.html",www.massachusetts.edu
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,Not Found,"http://www.nctreasurer.com/dsthome/RetirementSystems/Supplemental+Retirement+Plans",www.nctreasurer.com
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,Not Found,"http://www.ohiodc.org/SitePages/default.aspx",www.ohiodc.org
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,Not Found,"http://www.rsa-al.gov/index.php/members/rsa-1/",www.rsa-al.gov
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,Not Found,"http://www.themoneyalert.com/About.html",www.themoneyalert.com
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.vadcpemployer.com/",www.vadcpemployer.com
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,Not Found,"https://www.irs.gov/retirement-plans/non-governmental-457b-deferred-compensation-plans.",www.irs.gov
457(b),https://bogleheads.org/wiki/457(b) ,ERROR,Not Found,"https://www.myfloridadeferredcomp.com/SOFweb/performance.htm",www.myfloridadeferredcomp.com
529-ABLE plan,https://bogleheads.org/wiki/529-ABLE%20plan ,ERROR,Not Found,"http://webcache.googleusercontent.com/search?q=cache:Za_Gzp6UL9oJ:www.taxccllc.com/SiteAssets/tax/accouting/business-set-up/financial-planning/tax-planning/ABLE%2520Program.pdf+&cd=6&hl=en&ct=clnk&gl=us",webcache.googleusercontent.com
529-ABLE plan,https://bogleheads.org/wiki/529-ABLE%20plan ,OTHER,Forbidden,"https://www.congress.gov/bill/113th-congress/house-bill/5771/actions",www.congress.gov
529-ABLE plan,https://bogleheads.org/wiki/529-ABLE%20plan ,OTHER,Unable to read data from the transport connection: An existing connection was forcibly closed by the remote host..,"https://www.scable.org/",www.scable.org
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/state-map.action",529.morningstar.com
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,No such host is known. (apps.finra.org:80),"http://apps.finra.org/investor_Information/Smart/529/000100.asp",apps.finra.org
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,Not Found,"http://ifap.ed.gov/ifap/iLibrary.jsp",ifap.ed.gov
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://news.morningstar.com/articlenet/article.aspx?id=287783#page=0&part=1",news.morningstar.com
529 plan,https://bogleheads.org/wiki/529%20plan ,OTHER,,"http://www.collegeillinois.org/PlansAndPricing/index.html",www.collegeillinois.org
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,Not Found,"http://www.collegesavings.com/csb/",www.collegesavings.com
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,Not Found,"http://www.collegesavings.org/index.aspx",www.collegesavings.org
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,Not Found,"http://www.irs.gov/newsroom/article/0,,id=211309,00.html",www.irs.gov
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,Not Found,"http://www.irs.gov/newsroom/article/0,,id=213034,00.html",www.irs.gov
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,Not Found,"http://www.morningstar.com/529/529Table.html",www.morningstar.com
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,No such host is known. (data:443),"http://www.taxfoundation.org/taxdata/show/228.html",www.taxfoundation.org
529 plan,https://bogleheads.org/wiki/529%20plan ,UPDATE LINK,redirected to http://www.tiaa.org/public/tcm/products/education/529,"http://www.tiaa-cref.org/products/education/529/index.html",www.tiaa-cref.org
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,Not Found,"http://www.tiaa-cref.org/pubs/pdf/pension_protection_act.pdf",www.tiaa-cref.org
529 plan,https://bogleheads.org/wiki/529%20plan ,ERROR,Not Found,"https://www.virginia529.com/new-savers/prepaid/?utm_source=direct&utm_campaign=prepaid&utm_medium=301",www.virginia529.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://plans.collegesavings.org/planComparison.aspx",plans.collegesavings.org
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://plans.collegesavings.org/planComparisonState.aspx",plans.collegesavings.org
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://plans.collegesavings.org/viewState.aspx",plans.collegesavings.org
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"http://tnstars.com/assets/documents/TNStarsDisclosureBrochure.pdf",tnstars.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,UPDATE LINK,redirected to http://www.jhinvestments.com/,"http://www.jhinvestments.com/CMS/DownloadableItems/CollegePlanning/529_Plan_Disclosure.pdf",www.jhinvestments.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,UPDATE LINK,redirected to http://www.jhinvestments.com/,"http://www.jhinvestments.com/College/Overview.aspx",www.jhinvestments.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"http://www.nextgenforme.com/wp-content/uploads/2017/01/DIRECT-Program-Description.pdf",www.nextgenforme.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"http://www.nextgenforme.com/wp-content/uploads/2017/01/SELECT-Program-Description.pdf",www.nextgenforme.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,No such host is known. (www.okdream529.com:80),"http://www.okdream529.com/",www.okdream529.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,No such host is known. (www.treasurerlynnfitch.ms.gov:80),"http://www.treasurerlynnfitch.ms.gov/collegesavingsmississippi/Pages/MACS-Investment-Options.aspx",www.treasurerlynnfitch.ms.gov
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,No such host is known. (www.treasurerlynnfitch.ms.gov:80),"http://www.treasurerlynnfitch.ms.gov/ms529/Pages/default.aspx",www.treasurerlynnfitch.ms.gov
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,No such host is known. (www.uesp.org:80),"http://www.uesp.org/",www.uesp.org
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,No such host is known. (529plans.investments.voya.com:443),"https://529plans.investments.voya.com/idc/groups/public/documents/investor_education/fundspace_i529-plandoc.pdf",529plans.investments.voya.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,No such host is known. (529plans.investments.voya.com:443),"https://529plans.investments.voya.com/Iowa/index.htm",529plans.investments.voya.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,OTHER,The requested name is valid-- but no data of the requested type was found. (uesp.org:443),"https://uesp.org/wp-content/uploads/2016/09/UESPProgramDescription_dest.pdf",uesp.org
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,UPDATE LINK,redirected to https://www.capitalgroup.com/pdf/cagebr-001_529pd.pdf,"https://www.americanfunds.com/pdf/cagebr-001_529pd.pdf",www.americanfunds.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.brightdirections.com/pdfs/PDS.pdf",www.brightdirections.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.collegeaccess529.com/-/media/AllianzGI/---/529/collegeaccess-529/documents/collegeaccess529-disclosure-book-capdn.pdf",www.collegeaccess529.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.collegeinvest.org/images/pdfs/stable-value-plus-pds.aspx",www.collegeinvest.org
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.hartfordfunds.com/products/college-savings/chet-advisor.html",www.hartfordfunds.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.hartfordfunds.com/products/college-savings/chet-advisor/performance-rates.html#performance-tab",www.hartfordfunds.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,OTHER,Service Unavailable,"https://www.ishares.com/529",www.ishares.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,No such host is known. (www.ishares529.com:443),"https://www.ishares529.com/ishareadvtpl/literatureforms/getPDFForm.do?cmsPDF=programdescription.pdf",www.ishares529.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.kysaves.com/research/fees.shtml",www.kysaves.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.learningquest.com/home/invest-in-your-529/529-investment-options/investing-with-advisor.html",www.learningquest.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.learningquest.com/home/invest-in-your-529/fees--expenses/fees-expenses-advisor.html",www.learningquest.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.learningquest.com/home/invest-in-your-529/fees--expenses/fees-expenses.html",www.learningquest.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.misaves.com/research/fees.shtml",www.misaves.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.mnsaves.org/research/fees.shtml",www.mnsaves.org
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.ny529advisor.com/blob-gim/1383395874151/83456/529-PROGRAM_July2017.pdf",www.ny529advisor.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,No such host is known. (www.okdream529.com:443),"https://www.okdream529.com/-/media/allianzgi/na/529/oklahomadream-529/forms-literature/capdnok-pds-ok529-original.pdf",www.okdream529.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,UPDATE LINK,redirected to http://www.oregoncollegesavings.com/investments,"https://www.oregoncollegesavings.com/research/fees.shtml",www.oregoncollegesavings.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.scholarsedge529.com/doc/Scholars_Edge_Plan_Description.pdf",www.scholarsedge529.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.statefarm.com/finances/education-savings-plans/state-farm-529-college-plans/plan-performance",www.statefarm.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.theeducationplan.com/doc/The_Education_Plan_Plan_Description.pdf",www.theeducationplan.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.theeducationplan.com/OFI529/",www.theeducationplan.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,ERROR,Not Found,"https://www.usaa.com/inet/wc/investing-529-plan-main",www.usaa.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,OTHER,Forbidden,"https://www.waddell.com/find-investments/ivy-wr-investment-products/ivy-invested-529-plan",www.waddell.com
529 plans by state,https://bogleheads.org/wiki/529%20plans%20by%20state ,OTHER,An error occurred while sending the request.,"https://www3.troweprice.com/usis/personal-investing/products-and-services/college-savings-plans/t-rowe-price-college-savings-plan.html",www3.troweprice.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=AL&planID=5PUSA0001H",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=AZ&planID=5PUSA00032",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=CA&planID=5PUSA00009",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=DE&planID=5PUSA0000B",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=GA&planID=5PUSA0001U",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=IA&planID=5PUSA0000E",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=ID&planID=5PUSA0000C",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=IL&planID=5PUSA0001R",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=IN&planID=5PUSA0000D",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=KS&planID=5PUSA0000F",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=KY&planID=5PUSA0000G",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=LA&planID=5PUSA0000H",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=MA&planID=5PUSA0000K",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=MD&planID=5PUSA0000J",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=ME&planID=5PUSA0000I",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=MI&planID=5PUSA0000L",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=MN&planID=5PUSA0001Q",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=MO&planID=5PUSA0000M",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=MS&planID=5PUSA0001S",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=MT&planID=5PUSA006AC",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=NC&planID=5PUSA0000Z",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=ND&planID=5PUSA00011",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=NE&planID=5PUSA006AD",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=NH&planID=5PUSA0001P",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=NJ&planID=5PUSA0000U",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=NM&planID=5PUSA0000W",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=NV&planID=5PUSA0002K",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=NY&planID=5PUSA0002Z",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=OK&planID=5PUSA00014",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=OR&planID=5PUSA00015",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=PA&planID=5PUSA00039",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=RI&planID=5PUSA00016",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=SC&planID=5PUSA00030",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=TX&planID=5PUSA0001L",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=VA&planID=5PUSA0001B",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=VT&planID=5PUSA0001A",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/overview.action?state=WV&planID=5PUSA0003C",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=AK",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=AR",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=CO",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=CT",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=DCExample",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=FL",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=HI,",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=OH",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=SD",529.morningstar.com
529 plans indexed options,https://bogleheads.org/wiki/529%20plans%20indexed%20options ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://529.morningstar.com/plan-list.action?state=TN",529.morningstar.com
